bienes abandonados,"Bienes que dejó un inquilino a propósito, y aparentemente su dueño anterior (o inquilino) no tiene intención de volver para llevárselos."
costos judiciales,"Las cuotas cobradas por usar los servicios del juzgado, como cuotas de presentación, cuotas de entrega legal, cuotas para pagar a un taquígrafo del juzgado para transcribir declaraciones juradas, fotocopias de los documentos de la corte, etc."
orden judicial,"Una decisión legal tomada por un tribunal que ordena o instruye que se haga o no algo. Puede ser tomada por un juez, comisionado, árbitro judicial o magistrado."
taquígrafo judicial,"Una persona que hace un registro verbal de lo que se dice en el juzgado, en general usando un equipo estenográfico, taquigrafía o grabación de audio, y después produce un acta de las actuaciones bajo pedido."
juicio ante un juez,Un juicio sin un jurado. El juez decide el caso.
aviso de cortesía,"Un aviso que se envía por infracciones de tránsito para informarle a un acusado sobre una fecha de audiencia, fianza, etc."
credibilidad,Que se puede creer.
testigo creíble,"Un testigo cuyo testimonio es creíble debido a su experiencia, conocimiento, capacitación y apariencia de honestidad y sinceridad."
consejería de crédito,"En general se refiere a dos acontecimientos en casos de quiebra: 
(1) instrucciones que debe recibir cada deudor individual antes de poder presentar una quiebra;
(2) un curso educativo en gestión de finanzas personales que un deudor individual tiene que tomar antes de que el tribunal pueda dar de baja su deuda. 
"
informe de crédito,"Un recuento escrito de los antecedentes de crédito de un consumidor, preparado por una agencia de informe de crédito. Los informes de crédito en general incluyen información sobre préstamos, tarjetas de crédito y otras facturas y cuentas, como también un registro de las direcciones y empleadores del consumidor. Para obtener y usar un informe de crédito de un consumidor, una empresa tiene que cumplir con los procedimientos de la Ley de Informe Equitativo de Crédito."
calificación de crédito,"Una calificación usada por los acreedores para evaluar el merecimiento de alguien que está solicitando un crédito, como una hipoteca o tarjeta de crédito. Las calificaciones de crédito altas (más de 700) indican un riesgo menor de mora en los pagos; las calificaciones bajas (debajo de 400) indican problemas potenciales. Las calificaciones de crédito se basan en información sobre su informe de crédito, como el historial de pago de cuentas y la deuda impaga. La compañía de calificación de crédito más grande es Fair Isaac Corporation (FICO)."
reclamo de acreedor (testamentario),"Un reclamo escrito presentado ante el tribunal testamentario por una persona o entidad a quien una persona fallecida le debe dinero. La ley estatal impone una fecha límite, en general de algunos meses, para presentar un reclamo en el tribunal testamentario. "
derechos de acreedor,Los procedimientos y derechos legales a disposición de los acreedores para cobrar deudas y fallos.
acreedor,"Una persona o empresa a quien el deudor le debe dinero, o que reclama que el deudor le debe dinero."
culpable,Digno de culpa. Responsabilidad suficiente por actos delictivos o negligencia como para tener la culpa y ser responsable por una conducta.
interferencia custodial,"Quitar un hijo de uno de sus padres como manera de interferir con la custodia física que dicho padre tiene sobre su hijo. En la mayoría de los estados esto es un delito, aunque la persona que quite al menor también tenga derechos de custodia."
padre custodial,"El padre que tiene el cuidado, custodia y control principal o exclusivo de su hijo."
mediación de custodia,Una reunión con una tercera parte neutral capacitada especialmente para ayudar a los padres a que se pongan de acuerdo en un plan de crianza para sus hijos. 
orden de custodia,"Una orden del tribunal que dice con quién vivirá un menor y quién deberá tomar las decisiones sobre la atención médica, educación y otras cosas importantes."
custodia,"El padre que tiene cuidado, custodia y control exclusivo de un hijo después de un divorcio, y con quien vive el hijo la mayor parte del tiempo. "
acecho cibernético,"Conducta acechante usando comunicaciones electrónicas o medios sociales, como Facebook. "
cobrador de deudas,Una compañía o persona que encuentra a los deudores y trata de conseguir que paguen su deuda.
deuda,"El dinero que una persona le debe a otros, o la suma total de todo lo que una persona debe a sus acreedores. "
deudor,Una persona que presentó una petición conforme al Código de Quiebras.
sucesión del difunto,Todos los bienes personales e inmuebles que la persona poseía al momento de su fallecimiento.
difunto,La persona que falleció.
fallo por falta de comparecencia o en rebeldía,Un fallo que le reconoce al demandante la medida que solicitó en su demanda porque el demandado no compareció ante el tribunal o no respondió a la demanda de alguna otra manera.
demandado,Un individuo (o empresa) contra quien se inicia un caso o una demanda.
denegación,"Una declaración efectuada por un demandado que dice que un alegato (reclamo sobre algo que pasó) no es cierto. En una demanda civil, cuando un demandado responde a la demanda del demandante, tiene tres opciones: admitirla, denegarla o rechazar los alegatos porque no tiene suficiente información para confirmarlos o denegarlos. Si un demandado deniega todos los alegatos, esto se llama una denegación general. La respuesta de un demandado también puede incluir defensas afirmativas."
legatario,Alguien que recibe algo en el testamento.
descarga (de deudas),La cancelación de las deudas por un tribunal de quiebra.  
discriminación,"Recibir un tratamiento peor que los demás debido a una característica o actividad legalmente protegida (como edad, raza, sexo, religión, etc.)."
desestimación/despido,"(1) En un caso judicial, el juez puede desestimar o despedir toda o una porción de la demanda de un demandante sin recibir más pruebas o testimonios, si cree que el demandante no ha probado su caso y no lo podrá probar. Este fallo se puede dictar antes o durante un juicio. El juez puede desestimar un caso por sí mismo o en respuesta a una moción del demandado.  Además, el demandante puede desestimar una acción legal en forma voluntaria o durante el juicio si el caso se resuelve, no se puede probar, o si quiere eliminar un reclamo débil debido a su estrategia del caso.  También se puede despedir a un demandado de un juicio, o sea eliminar la demanda contra esa parte. (2) Dar de baja o despedir a un empleado."
debido proceso ,"En el derecho penal, la garantía constitucional de que un acusado recibirá un juicio equitativo e imparcial. En el derecho civil, los derechos legales de alguien que tiene un caso en su contra que amenaza su libertad o sus bienes. "
ingresos,"Pago por servicios personales. Esto puede incluir sueldos, salarios, comisiones, bonificaciones y pagos de un plan de jubilación o pensión.  "
menor de edad emancipado,"Una persona menor de 18 años de edad que ya no está bajo el control de sus padres, ya sea por efecto de la ley (por ejemplo, debido a que se casó) o por la orden de un juez. Un menor emancipado tiene algunos, pero no todos, los derechos de los adultos, y puede vivir independientemente o bajo el control de otros."
emancipación,Emancipación es cuando un padre renuncia al control que tiene sobre un hijo menor de edad. Algunos estados permiten que un menor inicie un caso para que un juez declare su emancipación.
equidad,"Se refiere a acciones civiles por “equidad” en vez de por “derecho”. En la historia jurídica inglesa, los tribunales de “derecho” podían ordenar el pago de daños y perjuicios, pero ningún otro tipo de remedio legal."
cuenta de plica,Una cuenta que tiene fondos designados para un fin en particular y que no se pueden mezclar con ningún otro fondo. 
desalojo,Obligar a alguien a que abandone un edificio o terreno. El desalojo legal más común es un caso judicial en el que el propietario le pide a un juez que le ordene al inquilino que se vaya.
desalojos,Los desalojos obligan a la gente a dejar la casa en que viven. Un desalojo legal en general requiere que un juez firme una orden de desalojo.
pruebas,"Los muchos tipos de información que se presentan a un juez o jurado designado para convencerlos de la verdad o falsedad de hechos clave. Las pruebas incluyen típicamente el testimonio de testigos, documentos, fotografías, propiedad dañada, registros gubernamentales, videos e informes de laboratorio. "
ex parte,"Un procedimiento legal iniciado en el tribunal por una parte solamente, sin dar aviso ni permitir a la otra parte que se oponga. "
albacea,Una persona nombrada en el testamento y designada por el tribunal para cumplir con los deseos de la persona fallecida. El albacea también se llama representante personal de la sucesión. 
activos exentos o inembargables,Bienes que el deudor puede retener y que no quedan sujetos a los reclamos de los acreedores que no tengan un derecho de retención sobre ellos. 
bienes exentos,Cierta propiedad o bienes de un deudor individual que el Código de Quiebras o las leyes estatales pertinentes le permiten retener de los acreedores sin garantía.
expulsión,Expulsión o ser expulsado quiere decir que no puede asistir a la escuela o participar en actividades escolares por más de 90 días (en algunos estados). 
erradicación,El proceso de sellar los expedientes de una condena penal. 
extensión,"Se refiere a una cantidad específica de tiempo adicional para efectuar un pago, presentar un documento legal o continuar con un arriendo después del vencimiento del plazo original."
audiencia imparcial,Una manera de disputar una decisión de DSS con la que no está de acuerdo. Las audiencias imparciales son administradas por la Oficina de Ayuda Temporal y Discapacidades del Estado de Nueva York. Un juez considerará su problema y decidirá qué medida se debe tomar al respecto.
valor justo de mercado,La cantidad de dinero por la que un vendedor dispuesto puede vender un objeto en el mercado abierto a un comprador dispuesto.
exención de cuotas,Permiso para no pagar las cuotas de la corte para presentar documentos. Las personas con muy bajos ingresos pueden pedir a la corte tribunal un formulario de exención de cuotas.
delito grave,"Un delito mayor, que en general se castiga por lo menos con un año en prisión. "
ejecución hipotecaria,El proceso legal utilizado por un prestamista para tomar posesión de una propiedad cuando el prestatario no ha efectuado sus pagos hipotecarios. Los bancos usan la ejecución hipotecaria para sacar a los prestatarios de sus casas.
ejecución hipotecaria,"La ejecución hipotecaria es cuando un banco se apodera de una propiedad porque el dueño no pudo pagar el préstamo. En la mayoría de los casos, el banco venderá la propiedad. Se hará una subasta, y la persona que haga la oferta más alta se convertirá en el nuevo dueño."
embargado,"Una tercera parte que controla el dinero del deudor o le paga al deudor. Por ejemplo, un embargado podría ser un banco, empleado, inquilino o el estado de Michigan. "
embargo,"Obtener una orden judicial que requiere a una tercera parte retener fondos que pertenecen al deudor y utilizar una parte de dichos fondos para beneficio de un acreedor. Por ejemplo, un tribunal puede emitir una orden de embargo del sueldo de un padre que debe manutención de los hijos; el empleador tiene que retener una cierta cantidad de dinero del cheque de sueldo del padre todos los meses y enviar ese dinero a otro (frecuentemente el alguacil local) para que este pague al otro padre."
tutor ad litem,Un adulto nombrado por el tribunal para representar los intereses de un menor de edad o a una persona legalmente incompetente. (Ver también ad litem.)
tutor,La persona nombrada por un juez para cuidar a un menor o un adulto incapaz.
tutela,"Una relación legal creada por el tribunal entre un tutor y un dependiente, ya sea un menor de edad o un adulto incapacitado. "
condiciones habitables,"Los propietarios tienen que brindar condiciones de vida decentes o “habitables”. De lo contrario, estarán violando una responsabilidad legal y usted puede pedirle al propietario que le devuelva parte del alquiler. O puede cancelar su contrato de alquiler, mudarse y pedirle al propietario que le devuelva parte de su alquiler. "
audiencia,Una sesión breve del tribunal que resuelve una cuestión específica antes de que se haga el juicio. 
heredero,La persona que hereda cuando no hay un testamento.
testamento holográfico,"Un testamento escrito a mano, fechado y firmado por la persona que lo escribió."
tráfico de seres humanos,"Reclutar, transportar, tomar o detener gente con el fin de obtener ganancias, como por ejemplo para trabajo forzado o explotación sexual. "
ingresos dentro de las pautas,"Cualquier forma de pago periódico a una persona, sin importar su origen, incluyendo sueldos, salarios, comisiones, bonificaciones, compensación del trabajador, pagos por discapacidad, pensiones, pagos de programas de jubilación e intereses."
contratista independiente,"Una categoría legal de trabajadores que es distinta a la de un empleado. Los empleadores no tienen que retener ni pagar impuestos federales, estatales y del Seguro Social (FICA) para contratistas independientes, de la misma manera que lo tienen que hacer con sus empleados."
indigencia,"Empobrecido o incapaz de suplir sus necesidades de vida. Un acusado indigente tiene el derecho constitucional a representación provista por el tribunal, de acuerdo a la decisión Gideon v. Wainright de la Corte Suprema de 1963."
herencia; patrimonio,"Lo que uno recibe al fallecimiento de un pariente, dispuesto por las leyes sucesorias o por los términos del testamento."
plan de pagos,"Un acuerdo en que las prestaciones se realizan a plazos. Por ejemplo, los pagos de dinero, entrega de bienes o prestación de servicios se hacen en una serie de pagos, entregas o prestaciones, en general en fechas específicas o cuando ocurren ciertos acontecimientos."
sucesión intestada,El orden de los que heredan los bienes cuando alguien fallece sin dejar un testamento.
intestado,Cuando una persona fallece sin dejar un testamento válido.
declaración de impuestos conjunta,Una declaración de impuestos de una pareja casada para reportar sus ingresos y deducciones en forma combinada.
propiedad conjunta,"Cuando dos o más personas son dueñas de una propiedad, en general con derecho de supervivencia."
acreedor del fallo,Una persona o entidad que gana un juicio y a quien la otra parte le deberá dinero.
fallo de posesión,"Una orden judicial que le devuelve al propietario posesión de la propiedad. El juez también puede ordenar el pago de costos y daños, como alquiler atrasado."
competencia,"La autoridad jurídica de un tribunal para considerar y decidir cierto tipo de caso. También se usa como sinónimo de jurisdicción territorial, o sea el área geográfica sobre la cual el tribunal tiene competencia para decidir casos. "
servicio de jurado,La obligación de prestar servicio en un jurado. 
instrucciones al jurado,Las pautas dadas por el juez que explican la ley que se aplica a este caso y cómo los jurados deberían evaluar las pruebas.
juicio por jurado,Un juicio en que el caso se presenta ante un jurado para que este tome la decisión final sobre el caso.
menor de edad,"Una persona que no ha llegado a la edad adulta legal (en general 18 años, a veces 21 años). "
propietario,"Una persona que alquila un terreno, un edificio o un departamento a un inquilino."
cuotas por pago atrasado,En algunos estados es ilegal que los propietarios cobren una cuota a los inquilinos por no pagar su alquiler a tiempo. 
despacho de abogados,Una organización formada por uno o más abogados para dedicarse al ejercicio del derecho.
"demanda judicial, pleito","Una acción legal iniciada por un demandante en contra de un demandado debido a que este último no cumplió con un deber legal, lo cual le causó daño al demandante."
leyes sobre el plomo,"La intoxicación con plomo causa problemas de salud graves, como retraso mental, problemas de audición y el habla, y a veces la muerte. El plomo es especialmente peligroso para niños menores de 6 años de edad y bebés sin nacer. El daño puede ser grave y permanente.  Muchos estados tienen leyes que les dan a los inquilinos derechos importantes para protegerlos contra la intoxicación con plomo en sus casas. Estos se llaman ""leyes sobre el plomo”."
contrato de alquiler,"Un acuerdo oral o escrito, expreso o implícito, que crea una relación de propietario a inquilino. "
custodia legal,El derecho de un padre a tomar decisiones importantes sobre la vida del menor.
responsabilidad,La obligación legal de responder por los actos u omisiones propios.
derecho de retención,Un reclamo contra una propiedad que se puede usar para pagar una deuda.
tutor limitado,Una persona autorizada por el tribunal para cuidar ciertos aspectos de la vida de un menor de edad o adulto incompetente.
liquidación,"La venta de una propiedad del deudor, cuyos fondos se usarán para beneficio de los acreedores."
litigante,"Cualquiera de las partes de una demanda. No incluye al juez, los testigos ni los abogados. "
litigio,"Un caso, controversia, o pleito. Los participantes (demandantes y demandados) del pleito se llaman litigantes. "
fideicomiso en vida,Un fideicomiso establecido por una persona mientras estaba con vida para distribuir dinero o bienes a otra persona u organización.
testamento en vida/documento de voluntad ,"Un testamento en vida, o documento de voluntad anticipada, generalmente se usa para decir que si usted tiene una enfermedad terminal no quiere que se usen procedimientos para demorar su muerte. También puede autorizar a una persona a tomar decisiones sobre su atención de la salud si usted queda incapacitado."
impedir el ingreso,Cuando un propietario impide ilegalmente que un inquilino pase a su unidad de vivienda con el fin de dar por terminado el alquiler. 
bienes conyugales; bienes en común,Todos los bienes que cualquiera de los cónyuges compró durante el matrimonio. No importa a nombre de quién están los bienes.
prueba de insuficiencia de medios,La sección 707(b)(2) del Código de Quiebras usa una “prueba de insuficiencia de medios” para determinar si la presentación de un deudor conforme al capítulo 7 se puede considerar un abuso del Código de Quiebras.
mediación,"Proceso de resolución alternativa de conflictos en el que una tercera parte neutral, el mediador, asiste a dos o más partes para ayudarles a negociar un acuerdo. "
mediador,Una tercera parte neutral que guía el proceso de resolución por mediación de dos partes en disputa.
menor,Una persona que tiene menos de 18 años de edad. 
delito menor,Una infracción que se castiga con un año de prisión o menos.
fallo monetario,"Si un fallo dice que una persona le debe una suma de dinero fija a otra persona o empresa, se dice que es un fallo monetario."
fallo monetario,La cantidad de dinero otorgada por el tribunal a una persona como pago por pérdidas o lesiones sufridas.
hipoteca,Una promesa de entregar una propiedad específica como garantía del pago de una deuda. El deudor hipotecario es la persona que promete entregar la propiedad. El acreedor hipotecario es el que acepta la promesa.
moción ,Un pedido formal para que un juez dé una orden o dictamen específico en una demanda.
notario público,Una persona autorizada por el estado a prestar juramento.
aviso de audiencia,"Un anuncio o alerta por escrito. Por ejemplo, un aviso a la otra parte diciendo que en cierta fecha se considerará una cierta moción en el juzgado."
aviso para desalojar,"Este tipo de aviso le pide que deje su casa en una cierta cantidad de días. No es necesario que se vaya ya mismo. Y hay cosas que puede hacer para parar, postergar u oponerse al desalojo."
aviso para dejar vacante,"Esta es una orden judicial que le da 5 días para dejar su casa. Si no se muda, el alguacil lo sacará de su unidad de alquiler e impedirá que vuelva."
juramento,"Una promesa de decir la verdad, y que responsabiliza a la persona juramentada por perjurio si mintió a sabiendas."
infracción ,Un acto que viola (contraviene) la ley. 
ordenanza,"La legislación local de una ciudad, pueblo, municipalidad o condado, dictada por el órgano legislativo local."
fuera del matrimonio ,"Algo que ocurre cuando no están casados. Cuando un bebé nace o es concebido mientras la pareja estaba casada, el tribunal tiene que determinar que el bebé nació fuera del matrimonio antes de poder quitarle los derechos de paternidad al esposo. "
pagos por horas extra,Los empleados deben recibir por lo menos una vez y media la paga regular por cada hora que exceda de 40 horas trabajadas por semana. 
programa de horario de crianza,"En un divorcio, un documento que describe el acuerdo de los padres para compartir el tiempo con sus hijos."
perjurio,"El delito de mentir intencionalmente después de haber jurado decir la verdad ante un notario público, el secretario del tribunal u otro funcionario."
bien personal,"Un bien o posesión mueble, a diferencia de una propiedad inmueble, cosas como dinero en efectivo, acciones, alhajas, vestimenta, muebles o carros."
representante personal,El administrador o albacea nombrado por el tribunal para administrar la sucesión.
petición,Un pedido formal por escrito hecho al tribunal pidiendo una acción judicial específica. (Comparar con moción). 
custodia física,Donde un hijo debería vivir. La custodia legal es distinta de la custodia física. La custodia legal indica quién puede tomar decisiones por el hijo.
demandante,La persona o empresa que presenta una demanda formal ante el tribunal.
escritos iniciales,Declaraciones escritas presentadas ante el tribunal que describen las afirmaciones legales o sobre los hechos de una de las partes del caso.
poder,Un documento que le otorga a alguien autorización para actuar en su nombre en asuntos específicos. La persona que actúa en nombre de otra es su representante (o también mandatario o apoderado). La persona que le da la autorización al apoderado se llama mandante o poderdante.
preponderancia de las pruebas,El nivel de pruebas requerido en la mayoría de los juicios civiles (no penales). El demandante tiene que demostrar que es más probable que no que hayan ocurrido los hechos necesarios para ganar el caso. 
padre presunto,Un hombre cuya esposa dio a luz o concibió a un niño durante su matrimonio es el padre presunto de ese niño. Es el padre legal del niño hasta que un tribunal revoque su paternidad. 
pro se,Que se representa a sí mismo. Actuar como su propio abogado.
tutela testamentaria,Cuando un tribunal nombra a una persona u organización para que sea legalmente responsable por alguien que no se puede administrar por sí mismo. La persona u organización es el tuto; la persona a quien cuida es el pupilo.
sucesión,El proceso de probar que un testamento es válido y después hacer lo que dice el testamento.
caso testamentario,"El proceso legal utilizado para administrar un testamento en el tribunal. El proceso judicial utilizado para distribuir los bienes de una persona fallecida, pagar sus deudas y liquidar sus asuntos financieros."
condena condicional,Una opción de condena en los tribunales federales y estatales.
notificador legal; persona que entrega documentos legales,"Cualquier persona mayor de 18 años de edad que no esté involucrada en el caso y que entrega la citación y una copia de la demanda, y después proporciona al tribunal una declaración jurada de que realizó la entrega. "
prueba de entrega,"Un documento presentado ante el tribunal que demuestra que se entregaron los documentos judiciales en forma legal. La prueba de entrega muestra quién recibió los documentos, cuándo y dónde se entregaron y quién hizo la entrega. Es firmado por el encarado de la entrega y sirve como prueba de que la entrega legal se efectuó en forma apropiada. "
bienes del patrimonio,Todos los intereses legales o patrimoniales del deudor en propiedad al comienzo del caso.
fiscal,Un funcionario público que procesa casos penales para el estado; a veces se llama “fiscal de distrito”.
orden de protección,Orden no penal obtenida por un cónyuge abusado contra un cónyuge abusivo.
asistencia pública,"Beneficios, como dinero o cupones de comida, para ayudar a personas o familias necesitadas. Se envía información sobre las personas que solicitan ciertos tipos de asistencia pública (como Ayuda Temporal para Familias Necesitadas, TANF) automáticamente a la agencia estatal IV-D para identificar y ubicar al padre no custodial, establecer paternidad y/u obtener pagos de manutención de los hijos. Esto le permite al estado recuperar algo o parte del dinero que paga a personas en forma de asistencia pública. (Ver también IV-D)."
goce silencioso,"A veces los propietarios son responsables por condiciones que impiden al inquilino “gozar con tranquilidad” de su unidad de alquiler. Por ejemplo: 
~ Problemas de plomería que no fueron solucionados correctamente y causaron inundaciones repetidas en su unidad;
~ No hay suficiente calefacción durante el invierno;
~ Apoderarse de su espacio privado, como su patio, y convertirlo en un área común para compartir con otros inquilinos;
Si la interferencia es tan dañina que el inquilino se tiene que mudar, puede haber una buena razón legal por cancelar el contrato de alquiler. 
"
bien inmueble o bien raíz,Edificios y terrenos.
acta,"Un recuento por escrito de las actuaciones de un caso, incluyendo todos los alegatos, pruebas, pruebas documentarias, y el fallo dictado durante el caso."
alquiler renovable,Los alquileres que son renovables se pueden prolongar por el mismo periodo que el primer alquiler si el inquilino notifica al propietario tal como lo indica en el contrato de alquiler (en general 30 días antes de que venza el contrato). 
anticipo,Un honorario que el cliente le paga al abogado antes de que este comience a trabajar para el cliente.
represalia,"Los empleadores no pueden castigar o discriminar contra sus empleados porque estos ejercieron sus derechos. Esto se aplica a todos los trabajadores, sea cual fuere su situación inmigratoria. Si un empleador denuncia o amenaza con denunciar a un trabajador indocumentado a las autoridades de inmigración por quejarse debido a un incumplimiento laboral, el empleador puede ser acusado penalmente y/o quedar sujeto a penas civiles. "
sección 8,Un programa de ayuda para viviendas financiado por el gobierno federal que ayuda a inquilinos de bajos ingresos con los pagos de alquiler.
deudas con garantía,Usted tiene una deuda con garantía si firmó un contrato que le da al acreedor una garantía por la deuda. 
depósito de garantía,"Una cantidad de dinero que se da al propietario y que se puede usar para cubrir alquileres impagos, daños o gastos de limpieza. "
trabajo por cuenta propia,"Cuando uno es dueño de una empresa y trabaja en ella, a menos que se trate de una corporación. Es distinto que trabajar para un empleador o patrón."
bienes por separado,"Un bien que uno de los cónyuges tenía antes del matrimonio. Cualquier herencia recibida por uno de los cónyuges, aun durante el matrimonio, es bien por separado. También lo son las donaciones personales (a menos que hayan provenido del otro cónyuge) y pagos por lesiones personales."
entrega de proceso o aviso legal,La entrega de escritos o citaciones a la parte apropiada.
dejar de lado,"(v) Revocar o anular una orden o fallo judicial. Por ejemplo, la parte perdedora en un caso puede presentar una moción para pedirle al juez que deje de lado el veredicto. "
resolución,Resolver un caso legal antes de que vaya a juicio. La mayoría de los casos se resuelven antes de ir a juicio. Esto quiere decir que usted y la otra parte acuerdan ciertas cosas a cambio de no ir a juicio. Algunos tribunales ofrecen mediadores para ayudar a personas que tienen un conflicto a llegar a un acuerdo. 
tribunal de reclamos menores,"La división del tribunal de primera instancia que se hace cargo de casos civiles donde se pide una cantidad reducida de dinero. Un caso de reclamos menores está diseñado para ser simple, rápido y costar menos que un juicio civil regular. La cantidad máxima de dinero que se puede pedir depende de cada estado."
sucesiones pequeñas,"Un patrimonio que contiene bienes de valor suficientemente bajo como para poder utilizar procedimientos testamentarios simplificados conforme a la ley estatal, o transferencias extrajudiciales de los bienes del difunto."
cónyuge,Esposo o esposa.
acecho,Acosar a alguien en forma repetida y obsesiva de manera alarmante o que genera miedo.
ley de prescripción,El plazo en el que se debe presentar una demanda o iniciar una causa penal. Este plazo puede variar según el tipo de caso civil o el delito del cual se acusa. 
ley,Una ley aprobada por una legislatura.
suspensión de cumplimiento,"Una orden judicial que le da más tiempo para mudarse, en general alrededor de una semana. Tendrá que pagar el alquiler por esa semana adicional."
citatorio,Una orden emitida en virtud de la autoridad de un tribunal para que comparezca un testigo y preste testimonio. 
subsidio,"Dinero dado por una entidad gubernamental para mantener un precio bajo. En programas de vivienda, un subsidio frecuentemente es dinero que se paga a un propietario como parte del alquiler de un inquilino."
sucesor,"Cualquier persona que tenga el derecho legal a recibir los bienes de una persona cuando fallece, ya sea porque así lo dice el testamento o el Código Testamentario."
suspensión,Suspensión o quedar suspendido quiere decir que no puede ir a la escuela o participar de sus actividades por hasta 90 días (en algunos estados).
inquilinato,"El derecho exclusivo del inquilino, creado por el acuerdo de alquiler entre el propietario y el inquilino, a usar y poseer la unidad de alquiler del propietario."
inquilino,Una persona que tiene el derecho legal de vivir en o usar una propiedad
testado,Una persona que fallece dejando un testamento.
testador,Una persona que ha escrito un testamento.
testimonio,Pruebas presentadas oralmente por testigos durante juicios o ante jurados de acusación.
fideicomiso,Un acuerdo por el cual se entregan uno o más bienes a alguien para que lo tenga o administre en beneficio de otra persona.
divorcio de común acuerdo,"Cuando el demandado no va a tratar de parar el proceso de divorcio y el tribunal no tiene asuntos que decidir sobre los hijos, dinero o bienes. "
influencia indebida,"La cantidad de presión que alguien usa para obligar a otra a firmar un testamento que distribuya los activos de una cierta manera, hacer una donación mientras esté con vida o firmar un contrato. "
retención ilícita,Cuando una persona retiene o no cede bienes inmuebles que ya no le pertenecen legalmente.
compañía de servicios públicos,"Una compañía que suministra gas, agua, servicios eléctricos, agua caliente y calefacción. En algunos estados el propietario tiene que pagar por los servicios públicos. "
contravención/violación,"No cumplir con un derecho, deber o ley."
embargo de sueldo,Un procedimiento legal fuera de la ley de quiebras por el cual un demandante o acreedor trata de sujetar su reclamo al sueldo futuro de un deudor.
testamento,Un documento legal que indica lo que una persona desea que se haga con sus bienes después de su muerte.
mandamiento de cumplimiento,Una orden judicial que permite a un alguacil desalojarlo a usted y sacar sus pertenencias de una propiedad y no dejarlo entrar más. 
mandamiento,"Una orden del tribunal mediante la que se instruye a una persona que tome, o deje de tomar, una medida en particular. "
